Date,Country,City,Street,Type,Subtype,Location
"Jan 25, 2022",BR,Curitiba,null,JAM,JAM_HEAVY_TRAFFIC,Point(-49.228607 -25.428998)
"Jan 25, 2022",BR,Curitiba,R. Canadá,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.236219 -25.390358)
"Jan 25, 2022",BR,Curitiba,R. 15 de Novembro,JAM,JAM_MODERATE_TRAFFIC,Point(-49.246722 -25.427317)
"Jan 25, 2022",BR,Curitiba,R. Des. Motta,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.277987 -25.441239)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.23995 -25.452008)
"Jan 25, 2022",BR,Curitiba,Av. Mal. Floriano Peixoto,WEATHERHAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Point(-49.268912 -25.437155)
"Jan 25, 2022",BR,Curitiba,R. Isaac Guelmann,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.296051 -25.488971)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.249618 -25.56451)
"Jan 25, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.289493 -25.478036)
"Jan 25, 2022",BR,null,null,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.172266 -25.567141)
"Jan 25, 2022",BR,Curitiba,Av. Anita Garibaldi,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.256485 -25.407994)
"Jan 25, 2022",BR,Curitiba,R. Gen. Mário Tourinho,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.304694 -25.445828)
"Jan 25, 2022",BR,Curitiba,R. Alm. Tamandaré,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.25535 -25.428907)
"Jan 25, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.254683 -25.433263)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.248547 -25.455597)
"Jan 25, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.36147 -25.453014)
"Jan 25, 2022",BR,Curitiba,Av. Pref. Maurício Fruet,JAM,JAM_HEAVY_TRAFFIC,Point(-49.232762 -25.442148)
"Jan 25, 2022",BR,Curitiba,R. José de Alencar,JAM,,Point(-49.254025 -25.430105)
"Jan 25, 2022",BR,Curitiba,R. Engenheiros Rebouças,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.267095 -25.444772)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_MODERATE_TRAFFIC,Point(-49.351186 -25.476455)
"Jan 25, 2022",BR,Curitiba,BR-277 N Rod. do Café Gov. Ney Braga,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.364223 -25.431709)
"Jan 25, 2022",BR,Curitiba,R. Bispo Dom José,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.297714 -25.447841)
"Jan 25, 2022",BR,Curitiba,R. Dep. Mário de Barros,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.266673 -25.412481)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.350323 -25.477893)
"Jan 25, 2022",BR,Curitiba,R. Teixeira Soares,JAM,JAM_MODERATE_TRAFFIC,Point(-49.299798 -25.449797)
"Jan 25, 2022",BR,Curitiba,Av. do Batel,JAM,JAM_HEAVY_TRAFFIC,Point(-49.284232 -25.441203)
"Jan 25, 2022",BR,Curitiba,R. Eduardo Sprada,JAM,JAM_HEAVY_TRAFFIC,Point(-49.366872 -25.452728)
"Jan 25, 2022",BR,Curitiba,R. Inácio Wichnewski,JAM,JAM_HEAVY_TRAFFIC,Point(-49.365042 -25.421441)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.365291 -25.435128)
"Jan 25, 2022",BR,Curitiba,R. Pe. Agostinho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.293751 -25.42927)
"Jan 25, 2022",BR,Curitiba,R. Mariano Torres - Pista Esq.,JAM,JAM_HEAVY_TRAFFIC,Point(-49.260741 -25.43461)
"Jan 25, 2022",BR,Curitiba,BR-476 Rod. do Xisto,ACCIDENT,,Point(-49.31142 -25.540539)
"Jan 25, 2022",BR,Curitiba,R. Escritora Lourdes Strozzi,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.255214 -25.469723)
"Jan 25, 2022",BR,Curitiba,Av. Pres. Arthur da Silva Bernardes,JAM,JAM_HEAVY_TRAFFIC,Point(-49.304112 -25.453362)
"Jan 25, 2022",BR,Curitiba,R. Comendador Araújo,JAM,JAM_HEAVY_TRAFFIC,Point(-49.283136 -25.440246)
"Jan 25, 2022",BR,null,BR-277 N Rod. do Café Gov. Ney Braga,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.373634 -25.432484)
"Jan 25, 2022",BR,Curitiba,R. Des. Westphalen,WEATHERHAZARD,,Point(-49.270632 -25.437594)
"Jan 25, 2022",BR,São José dos Pinhais,Saída 93B,JAM,JAM_MODERATE_TRAFFIC,Point(-49.126389 -25.510423)
"Jan 25, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.21952 -25.569913)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.206767 -25.389495)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.359247 -25.459907)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.220128 -25.410312)
"Jan 25, 2022",BR,Curitiba,R. Pe. Agostinho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.289927 -25.427757)
"Jan 25, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,JAM,JAM_HEAVY_TRAFFIC,Point(-49.205824 -25.388565)
"Jan 25, 2022",BR,Curitiba,R. Gen. Mário Tourinho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.304948 -25.443487)
"Jan 25, 2022",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,WEATHERHAZARD,,Point(-49.294974 -25.524363)
"Jan 25, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.211288 -25.471381)
"Jan 25, 2022",BR,Piraquara,PR-415 Rod. João Leopoldo Jacomel,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.135403 -25.44688)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.365625 -25.434535)
"Jan 25, 2022",BR,Curitiba,R. José Rodrigues Pinheiro,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.313009 -25.514289)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.351978 -25.474284)
"Jan 25, 2022",BR,Curitiba,R. Aleixo Skraba,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.310903 -25.493524)
"Jan 25, 2022",BR,Curitiba,BR-277 N Rod. do Café Gov. Ney Braga,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.365983 -25.431919)
"Jan 25, 2022",BR,Curitiba,Av. Cândido Hartmann,JAM,JAM_HEAVY_TRAFFIC,Point(-49.300428 -25.42544)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.283072 -25.549655)
"Jan 25, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,JAM,,Point(-49.200699 -25.388833)
"Jan 25, 2022",BR,Curitiba,R. Cel. Luiz José dos Santos,JAM,,Point(-49.244125 -25.497276)
"Jan 25, 2022",BR,Curitiba,R. José de Alencar,JAM,JAM_HEAVY_TRAFFIC,Point(-49.25413 -25.430977)
"Jan 25, 2022",BR,Curitiba,R. Cel. Dulcídio,ROAD_CLOSED,,Point(-49.282296 -25.440323)
"Jan 25, 2022",BR,Curitiba,R. Júlia Wanderley,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.287371 -25.423269)
"Jan 25, 2022",BR,Curitiba,R. Anne Frank,JAM,JAM_MODERATE_TRAFFIC,Point(-49.246532 -25.480395)
"Jan 25, 2022",BR,Curitiba,R. Mariano Torres,JAM,,Point(-49.260288 -25.436526)
"Jan 25, 2022",BR,Curitiba,R. José Zgoda,JAM,JAM_HEAVY_TRAFFIC,Point(-49.220533 -25.414325)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,,Point(-49.340253 -25.507892)
"Jan 25, 2022",BR,Curitiba,R. Des. José Carlos Ribeiro Ribas,ACCIDENT,,Point(-49.276757 -25.376543)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,,Point(-49.213587 -25.396773)
"Jan 25, 2022",BR,Curitiba,R. Pe. Agostinho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.285007 -25.425838)
"Jan 25, 2022",BR,Curitiba,R. Saldanha Marinho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.291032 -25.436028)
"Jan 25, 2022",BR,Curitiba,R. Brig. Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.278315 -25.43807)
"Jan 25, 2022",BR,Curitiba,R. Isaac Guelmann,JAM,JAM_HEAVY_TRAFFIC,Point(-49.295948 -25.48435)
"Jan 25, 2022",BR,Curitiba,R. Sigfredo Day,WEATHERHAZARD,,Point(-49.316175 -25.514549)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.262769 -25.480009)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.223431 -25.41734)
"Jan 25, 2022",BR,Curitiba,R. Teixeira Coelho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.287624 -25.439758)
"Jan 25, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,JAM,JAM_HEAVY_TRAFFIC,Point(-49.290505 -25.479506)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.294975 -25.546067)
"Jan 25, 2022",BR,Curitiba,R. Cel. Hermínio Alves Cabral,WEATHERHAZARD,,Point(-49.246753 -25.52853)
"Jan 25, 2022",BR,Curitiba,R. Benjamin Constant,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.262781 -25.429699)
"Jan 25, 2022",BR,Piraquara,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.118548 -25.498783)
"Jan 25, 2022",BR,Curitiba,R. Francisco Raitani,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.294052 -25.509692)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.341862 -25.500616)
"Jan 25, 2022",BR,Curitiba,R. Via Veneto,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.332717 -25.399981)
"Jan 25, 2022",BR,Curitiba,R. Jovino do Rosário,JAM,JAM_HEAVY_TRAFFIC,Point(-49.247205 -25.399198)
"Jan 25, 2022",BR,null,BR-277 N Rod. do Café Gov. Ney Braga,ACCIDENT,ACCIDENT_MINOR,Point(-49.387189 -25.42744)
"Jan 25, 2022",BR,Curitiba,R. Benjamin Lins,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.282296 -25.440323)
"Jan 25, 2022",BR,Curitiba,R. Fagundes Varela,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.226736 -25.412163)
"Jan 25, 2022",BR,Curitiba,Av. Manoel Ribas,JAM,JAM_MODERATE_TRAFFIC,Point(-49.284588 -25.422361)
"Jan 25, 2022",BR,Curitiba,R. Comendador Araújo,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.282237 -25.438936)
"Jan 25, 2022",BR,Curitiba,R. Sebastião Alves Ferreira,ACCIDENT,,Point(-49.2055 -25.405127)
"Jan 25, 2022",BR,Curitiba,Av. Silva Jardim - Pista Esq.,WEATHERHAZARD,,Point(-49.268038 -25.439817)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,,Point(-49.24107 -25.56642)
"Jan 25, 2022",BR,Curitiba,Av. Pref. Erasto Gaertner,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.2436 -25.403752)
"Jan 25, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_MODERATE_TRAFFIC,Point(-49.197088 -25.480798)
"Jan 25, 2022",BR,Colombo,Av. Abel Scuissiato,WEATHERHAZARD,HAZARD_ON_SHOULDER_MISSING_SIGN,Point(-49.185532 -25.366764)
"Jan 25, 2022",BR,Curitiba,R. Benjamin Lins,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.282941 -25.440615)
"Jan 25, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,JAM,JAM_HEAVY_TRAFFIC,Point(-49.289104 -25.476192)
"Jan 25, 2022",BR,Curitiba,R. Des. Westphalen,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.269711 -25.439562)
"Jan 25, 2022",BR,Curitiba,R. Ten. Francisco Ferreira de Souza,JAM,JAM_MODERATE_TRAFFIC,Point(-49.248702 -25.481289)
"Jan 25, 2022",BR,Curitiba,BR-476 Rod. do Xisto,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.314093 -25.536883)
"Jan 25, 2022",BR,Curitiba,R. Alberto Twardowski,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.244238 -25.444436)
"Jan 25, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.334631 -25.521534)
"Jan 25, 2022",BR,Curitiba,R. Dr. Faivre,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.259583 -25.432449)
"Jan 25, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.334989 -25.4303)
"Jan 25, 2022",BR,Curitiba,R. Cons. Araújo,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.261513 -25.425416)
"Jan 25, 2022",BR,Curitiba,R. Teixeira Coelho,JAM,JAM_HEAVY_TRAFFIC,Point(-49.287897 -25.439508)
"Jan 25, 2022",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.20186 -25.388788)
"Jan 25, 2022",BR,Curitiba,R. Izaac Ferreira da Cruz,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.294344 -25.526654)
"Jan 25, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,ACCIDENT,,Point(-49.219123 -25.429645)
"Jan 25, 2022",BR,Curitiba,R. Vicente Michelotto,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.332661 -25.522967)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.262353 -25.56121)
"Jan 25, 2022",BR,Curitiba,R. Wilson Dacheux Pereira,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.238848 -25.527313)
"Jan 25, 2022",BR,Curitiba,R. Engenheiros Rebouças,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.249653 -25.438096)
"Jan 25, 2022",BR,Curitiba,R. Acelino Grande,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.34469 -25.404595)
"Jan 25, 2022",BR,Curitiba,R. Castro Alves,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.289786 -25.452376)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.252711 -25.466317)
"Jan 25, 2022",BR,São José dos Pinhais,R. Alm. Alexandrino,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.191923 -25.516215)
"Jan 25, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.233989 -25.44484)
"Jan 25, 2022",BR,Curitiba,R. Tabajaras,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.297948 -25.460983)
"Jan 25, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,,Point(-49.214402 -25.570553)
"Jan 25, 2022",BR,Curitiba,R. Eduardo Sprada,JAM,JAM_MODERATE_TRAFFIC,Point(-49.322292 -25.452246)
"Jan 25, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.197159 -25.480641)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.355326 -25.468188)
"Jan 25, 2022",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.29743 -25.50621)
"Jan 25, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.366485 -25.429627)
"Jan 25, 2022",BR,Curitiba,Av. Iguaçu,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.303226 -25.454833)
"Jan 25, 2022",BR,Curitiba,R. 15 de Novembro,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.245909 -25.427385)
"Jan 25, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.215936 -25.429988)
"Jan 25, 2022",BR,Curitiba,Av. Silva Jardim - Pista Esq.,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.275405 -25.442614)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.284125 -25.549171)
"Jan 25, 2022",BR,Curitiba,Vd. do Capanema,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.255324 -25.434036)
"Jan 25, 2022",BR,Curitiba,R. Comendador Macedo,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.262152 -25.430618)
"Jan 25, 2022",BR,Pinhais,Av. Maringá,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.1911 -25.42164)
"Jan 25, 2022",BR,Curitiba,R. Engenheiros Rebouças,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.255056 -25.44016)
"Jan 25, 2022",BR,Curitiba,R. Gen. Mário Tourinho,WEATHERHAZARD,,Point(-49.304707 -25.448702)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.300597 -25.544943)
"Jan 25, 2022",BR,Pinhais,R. Luiz Vasselai,WEATHERHAZARD,,Point(-49.18014 -25.400018)
"Jan 25, 2022",BR,Curitiba,Av. Munhoz da Rocha,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.247324 -25.405633)
"Jan 25, 2022",BR,Curitiba,R. Anne Frank,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.245892 -25.48169)
"Jan 25, 2022",BR,Curitiba,BR-277 N Rod. do Café Gov. Ney Braga,JAM,JAM_MODERATE_TRAFFIC,Point(-49.330339 -25.430569)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.292725 -25.546388)
"Jan 25, 2022",BR,Curitiba,R. Comendador Araújo,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.282564 -25.439394)
"Jan 25, 2022",BR,Curitiba,null,WEATHERHAZARD,,Point(-49.251216 -25.438486)
"Jan 25, 2022",BR,null,BR-277 N Rod. do Café Gov. Ney Braga,ACCIDENT,,Point(-49.393817 -25.428867)
"Jan 25, 2022",BR,Curitiba,Av. Monteiro Tourinho,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.206774 -25.388668)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,,Point(-49.348078 -25.483037)
"Jan 25, 2022",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.316242 -25.431137)
"Jan 25, 2022",BR,Curitiba,Av. Anita Garibaldi,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.256508 -25.408084)
"Jan 25, 2022",BR,Curitiba,R. Des. Westphalen,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.27087 -25.437043)
"Jan 25, 2022",BR,Curitiba,Av. Anita Garibaldi,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.25659 -25.408427)
"Jan 25, 2022",BR,Curitiba,R. Benjamin Constant,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.264236 -25.430275)
"Jan 25, 2022",BR,Curitiba,R. Des. Motta,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.278466 -25.440238)
"Jan 25, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,,Point(-49.152516 -25.56148)
"Jan 25, 2022",BR,null,BR-277 N Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.375786 -25.43169)
"Jan 25, 2022",BR,Curitiba,R. Gen. Mário Tourinho,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.30625 -25.440985)
"Jan 25, 2022",BR,Curitiba,Av. Comendador Franco,JAM,JAM_HEAVY_TRAFFIC,Point(-49.212486 -25.495109)
"Jan 25, 2022",BR,Curitiba,R. Anne Frank,WEATHERHAZARD,HAZARD_ON_SHOULDER,Point(-49.245778 -25.481918)
"Jan 25, 2022",BR,Curitiba,R. Mons. Ivo Zanlorenzi,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.333831 -25.440133)
"Jan 25, 2022",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.21713 -25.383941)
"Jan 25, 2022",BR,Curitiba,R. Júlio Graf,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.295942 -25.412353)
"Jan 25, 2022",BR,Curitiba,R. Capiberibe,ACCIDENT,,Point(-49.304661 -25.460735)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.346301 -25.48774)
"Jan 25, 2022",BR,Piraquara,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.093066 -25.472654)
"Jan 25, 2022",BR,Curitiba,Av. Pres. Kennedy,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.289278 -25.47517)
"Jan 25, 2022",BR,null,BR-277 S Rod. do Café Gov. Ney Braga,ACCIDENT,,Point(-49.375679 -25.432045)
"Jan 25, 2022",BR,Curitiba,R. Engenheiros Rebouças,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.24925 -25.437951)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.266488 -25.559053)
"Jan 25, 2022",BR,Curitiba,Av. dos Estados,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.286824 -25.467318)
"Jan 25, 2022",BR,Curitiba,R. José Loureiro,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.268549 -25.432176)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,,Point(-49.360372 -25.456588)
"Jan 25, 2022",BR,São José dos Pinhais,Av. Rui Barbosa,ACCIDENT,,Point(-49.216286 -25.565151)
"Jan 25, 2022",BR,Curitiba,Av. Cândido Hartmann,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.316 -25.422734)
"Jan 25, 2022",BR,Curitiba,R. Martim Afonso,JAM,JAM_MODERATE_TRAFFIC,Point(-49.306132 -25.43674)
"Jan 25, 2022",BR,Curitiba,R. Mal. Octávio Saldanha Mazza,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.29737 -25.510373)
"Jan 25, 2022",BR,Curitiba,R. Isaac Guelmann,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.29649 -25.485477)
"Jan 25, 2022",BR,Curitiba,R. Francisco Alves Guimarães,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.251325 -25.433762)
"Jan 25, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.26674 -25.558907)
"Jan 25, 2022",BR,Curitiba,Av. Des. Hugo Simas,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.287751 -25.396703)
"Jan 25, 2022",BR,Curitiba,Av. Visc. de Guarapuava,JAM,,Point(-49.257084 -25.432214)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,ACCIDENT,,Point(-49.365909 -25.430868)
"Jan 25, 2022",BR,Curitiba,Av. Pres. Kennedy,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.291328 -25.476859)
"Jan 25, 2022",BR,Curitiba,R. Hasdrúbal Bellegard,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.30702 -25.554505)
"Jan 25, 2022",BR,Curitiba,Av. Pres. Arthur da Silva Bernardes,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.303565 -25.45495)
"Jan 25, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.362856 -25.450331)
"Jan 25, 2022",BR,Curitiba,R. Cel. Dulcídio,JAM,JAM_MODERATE_TRAFFIC,Point(-49.281467 -25.442125)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.206932 -25.389686)
"Jan 25, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.220902 -25.411731)
"Jan 25, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,,Point(-49.164898 -25.565746)
