Date,Country,City,Street,Type,Subtype,Location
"Jan 31, 2022",BR,Curitiba,R. Isaac Guelmann,JAM,JAM_HEAVY_TRAFFIC,Point(-49.295657 -25.481053)
"Jan 31, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.150319 -25.539596)
"Jan 31, 2022",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.110455 -25.519447)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.222117 -25.457848)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.225504 -25.453627)
"Jan 31, 2022",BR,Curitiba,BR-277 S Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.322158 -25.430611)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,ACCIDENT_MAJOR,Point(-49.220098 -25.408914)
"Jan 31, 2022",BR,Curitiba,R. Ten. Francisco Ferreira de Souza,JAM,JAM_HEAVY_TRAFFIC,Point(-49.248133 -25.482491)
"Jan 31, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.152872 -25.562121)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,,Point(-49.217999 -25.404631)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.209086 -25.392177)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,ACCIDENT_MAJOR,Point(-49.260007 -25.476954)
"Jan 31, 2022",null,null,null,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.303807 -25.352478)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,,Point(-49.255804 -25.471948)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.252484 -25.465747)
"Jan 31, 2022",BR,Curitiba,R. João Laertes Bochnia,JAM,JAM_HEAVY_TRAFFIC,Point(-49.292111 -25.525648)
"Jan 31, 2022",BR,Curitiba,Av. Anita Garibaldi,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.256772 -25.396441)
"Jan 31, 2022",BR,São José dos Pinhais,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.239377 -25.566798)
"Jan 31, 2022",BR,Curitiba,R. Francisco Frischmann,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.29522 -25.471466)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.276792 -25.497785)
"Jan 31, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.227782 -25.42867)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.257883 -25.474507)
"Jan 31, 2022",BR,Curitiba,R. Januário Alves de Souza,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.229641 -25.523005)
"Jan 31, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.233675 -25.428041)
"Jan 31, 2022",BR,Curitiba,R. Theodoro Makiolka,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.25917 -25.365439)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.32988 -25.525999)
"Jan 31, 2022",BR,Curitiba,R. Carlos Klemtz,JAM,JAM_HEAVY_TRAFFIC,Point(-49.327181 -25.478336)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.27335 -25.493119)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Affonso Camargo,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.204073 -25.443095)
"Jan 31, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,JAM,JAM_HEAVY_TRAFFIC,Point(-49.224617 -25.428859)
"Jan 31, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.202158 -25.478543)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.299502 -25.530524)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.213166 -25.469056)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,ACCIDENT_MINOR,Point(-49.253455 -25.468899)
"Jan 31, 2022",BR,null,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.230726 -25.568581)
"Jan 31, 2022",BR,Piraquara,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.107021 -25.483335)
"Jan 31, 2022",BR,Curitiba,R. José de Alencar,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.252451 -25.416761)
"Jan 31, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.271235 -25.437716)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_SHOULDER_MISSING_SIGN,Point(-49.252877 -25.467511)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.275883 -25.553637)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,ACCIDENT,ACCIDENT_MAJOR,Point(-49.238366 -25.459839)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.300231 -25.532884)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.250316 -25.460965)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,JAM,,Point(-49.239819 -25.457509)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.252752 -25.466407)
"Jan 31, 2022",BR,Curitiba,Av. Iguaçu,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.300627 -25.453865)
"Jan 31, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.290867 -25.481861)
"Jan 31, 2022",BR,Curitiba,R. João Rodrigues Pinheiro,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.308992 -25.512157)
"Jan 31, 2022",BR,Curitiba,R. Pintor Ricardo Krieger,JAM,JAM_HEAVY_TRAFFIC,Point(-49.202887 -25.384853)
"Jan 31, 2022",BR,Curitiba,R. Eng. João Bley Filho,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.292271 -25.52158)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Kennedy,JAM,JAM_MODERATE_TRAFFIC,Point(-49.268379 -25.456303)
"Jan 31, 2022",BR,Curitiba,R. Hildebrando de Araújo,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.249106 -25.437691)
"Jan 31, 2022",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,JAM,JAM_HEAVY_TRAFFIC,Point(-49.185031 -25.559261)
"Jan 31, 2022",BR,Curitiba,Av. Brasília,JAM,,Point(-49.292602 -25.482682)
"Jan 31, 2022",BR,Curitiba,Marg. BR-116,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.305784 -25.553567)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.364113 -25.413249)
"Jan 31, 2022",BR,Curitiba,Av. Victor Ferreira do Amaral,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.225954 -25.428712)
"Jan 31, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.341802 -25.499178)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.301581 -25.536947)
"Jan 31, 2022",BR,Curitiba,R. Ubaldino do Amaral,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.26127 -25.421459)
"Jan 31, 2022",BR,Curitiba,Av. Pref. Lothario Meissner,JAM,JAM_HEAVY_TRAFFIC,Point(-49.237404 -25.443901)
"Jan 31, 2022",BR,Curitiba,Pç. Alfredo Andersen,JAM,JAM_HEAVY_TRAFFIC,Point(-49.291007 -25.434167)
"Jan 31, 2022",BR,Curitiba,R. Guilherme Pugsley,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.28922 -25.463214)
"Jan 31, 2022",BR,Curitiba,R. Eduardo Sprada,JAM,JAM_HEAVY_TRAFFIC,Point(-49.321743 -25.451449)
"Jan 31, 2022",BR,Colombo,Av. Santos Dumont,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.201857 -25.343295)
"Jan 31, 2022",BR,Curitiba,R. Anne Frank,JAM,JAM_HEAVY_TRAFFIC,Point(-49.245784 -25.481907)
"Jan 31, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.283707 -25.441034)
"Jan 31, 2022",BR,Curitiba,R. João Gbur,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.233358 -25.384233)
"Jan 31, 2022",BR,null,BR-277 N Rod. do Café Gov. Ney Braga,JAM,,Point(-49.389994 -25.427956)
"Jan 31, 2022",BR,Curitiba,R. Canadá,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.245289 -25.40019)
"Jan 31, 2022",BR,Pinhais,Av. Maringá,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.18979 -25.405094)
"Jan 31, 2022",BR,Curitiba,R. Antônio Gasparin,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.296295 -25.496588)
"Jan 31, 2022",BR,Curitiba,R. Luiz Tramontin,JAM,JAM_HEAVY_TRAFFIC,Point(-49.339847 -25.460011)
"Jan 31, 2022",BR,Curitiba,Marg. Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.300651 -25.532926)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Arthur da Silva Bernardes,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.303163 -25.45611)
"Jan 31, 2022",BR,Curitiba,R. Alexandre de Gusmão,JAM,,Point(-49.235486 -25.429422)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.206371 -25.388751)
"Jan 31, 2022",BR,Curitiba,Av. Silva Jardim - Pista Dir.,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.286532 -25.44696)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.250294 -25.460908)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.318119 -25.534067)
"Jan 31, 2022",BR,Curitiba,R. Durval Borges de Macedo,JAM,JAM_MODERATE_TRAFFIC,Point(-49.216447 -25.4316)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.241011 -25.456204)
"Jan 31, 2022",BR,Curitiba,R. Hermínia Zanetti,WEATHERHAZARD,,Point(-49.264171 -25.501663)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.25025 -25.460796)
"Jan 31, 2022",BR,Curitiba,Estr. de Santa Cândida,JAM,JAM_HEAVY_TRAFFIC,Point(-49.218589 -25.373073)
"Jan 31, 2022",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,JAM,JAM_HEAVY_TRAFFIC,Point(-49.221154 -25.376995)
"Jan 31, 2022",BR,Curitiba,R. das Carmelitas,JAM,JAM_MODERATE_TRAFFIC,Point(-49.245957 -25.471881)
"Jan 31, 2022",BR,null,BR-376 S Rod. Henrique Herwig,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.179551 -25.575711)
"Jan 31, 2022",BR,null,BR-277 S Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.377782 -25.430432)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.254161 -25.468833)
"Jan 31, 2022",BR,Curitiba,Av. Pref. Maurício Fruet,JAM,JAM_HEAVY_TRAFFIC,Point(-49.235357 -25.442075)
"Jan 31, 2022",BR,Curitiba,Av. Iguaçu,JAM,,Point(-49.298049 -25.452899)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,ACCIDENT,,Point(-49.25884 -25.475722)
"Jan 31, 2022",BR,Curitiba,Av. Pref. Lothario Meissner,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.241383 -25.444051)
"Jan 31, 2022",BR,Curitiba,R. Maj. França Gomes,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.303429 -25.457052)
"Jan 31, 2022",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,JAM,JAM_HEAVY_TRAFFIC,Point(-49.303029 -25.543681)
"Jan 31, 2022",BR,Curitiba,R. José de Alencar,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.252608 -25.418162)
"Jan 31, 2022",BR,Curitiba,Av. Paraná,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.224664 -25.376127)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.207437 -25.390266)
"Jan 31, 2022",BR,Curitiba,R. Francisco Frischmann,JAM,JAM_HEAVY_TRAFFIC,Point(-49.295754 -25.473884)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.31264 -25.539027)
"Jan 31, 2022",BR,Curitiba,Av. do Batel,JAM,JAM_HEAVY_TRAFFIC,Point(-49.283856 -25.441033)
"Jan 31, 2022",BR,Curitiba,R. Saint Hilaire,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.285481 -25.449853)
"Jan 31, 2022",BR,Curitiba,R. Chile,JAM,JAM_HEAVY_TRAFFIC,Point(-49.260893 -25.448856)
"Jan 31, 2022",BR,São José dos Pinhais,R. Dr. Motta Jr.,WEATHERHAZARD,HAZARD_ON_ROAD_OBJECT,Point(-49.204275 -25.539407)
"Jan 31, 2022",BR,Curitiba,Av. Pref. Omar Sabbag,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.249082 -25.440384)
"Jan 31, 2022",BR,Curitiba,R. Mons. Ivo Zanlorenzi,JAM,JAM_MODERATE_TRAFFIC,Point(-49.308183 -25.43755)
"Jan 31, 2022",BR,Curitiba,Av. Pres. Arthur da Silva Bernardes,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.302654 -25.458862)
"Jan 31, 2022",BR,Curitiba,R. Pedro Zagonel,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.29889 -25.489019)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.361502 -25.400422)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.253925 -25.469508)
"Jan 31, 2022",BR,Curitiba,Estr. de Santa Cândida,JAM,JAM_HEAVY_TRAFFIC,Point(-49.217257 -25.371317)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.233726 -25.439912)
"Jan 31, 2022",BR,Curitiba,R. Ubaldino do Amaral,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.255531 -25.43372)
"Jan 31, 2022",BR,Piraquara,PR-415 Rod. João Leopoldo Jacomel,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.104744 -25.456785)
"Jan 31, 2022",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,JAM,JAM_HEAVY_TRAFFIC,Point(-49.304767 -25.550985)
"Jan 31, 2022",BR,Curitiba,R. Guararapes,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.290398 -25.458396)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.301637 -25.537853)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,JAM,JAM_HEAVY_TRAFFIC,Point(-49.220753 -25.459554)
"Jan 31, 2022",BR,Curitiba,R. Izaac Ferreira da Cruz,JAM,JAM_MODERATE_TRAFFIC,Point(-49.29316 -25.526934)
"Jan 31, 2022",BR,Curitiba,R. Brig. Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.276967 -25.440336)
"Jan 31, 2022",BR,Curitiba,R. Izaac Ferreira da Cruz,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.290452 -25.529083)
"Jan 31, 2022",BR,São José dos Pinhais,R. Estela Mara Rezende,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.092696 -25.527043)
"Jan 31, 2022",BR,Almirante Tamandaré,Av. Francisco Krüger,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.268779 -25.341978)
"Jan 31, 2022",BR,Curitiba,R. João Laertes Bochnia,JAM,,Point(-49.292246 -25.526159)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.343272 -25.49457)
"Jan 31, 2022",BR,Curitiba,Av. Silva Jardim - Pista Esq.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.271056 -25.440954)
"Jan 31, 2022",BR,null,BR-116 Contorno Leste,JAM,JAM_HEAVY_TRAFFIC,Point(-49.251204 -25.564324)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,,Point(-49.21522 -25.398548)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.228067 -25.427498)
"Jan 31, 2022",BR,São José dos Pinhais,R. Valdemiro Valaski,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.143614 -25.518102)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.233529 -25.434713)
"Jan 31, 2022",BR,Curitiba,R. Alferes Ângelo Sampaio,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.285169 -25.439528)
"Jan 31, 2022",BR,Curitiba,R. Des. Cid Campelo,JAM,JAM_MODERATE_TRAFFIC,Point(-49.332063 -25.512174)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.231613 -25.468728)
"Jan 31, 2022",BR,Curitiba,Av. Comendador Franco,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.243638 -25.452623)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.255726 -25.470783)
"Jan 31, 2022",BR,Curitiba,R. João Lunardeli,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,Point(-49.318986 -25.547336)
"Jan 31, 2022",BR,Curitiba,R. Martim Afonso,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.29522 -25.432544)
"Jan 31, 2022",BR,Curitiba,R. Del. Leopoldo Belczak,JAM,JAM_HEAVY_TRAFFIC,Point(-49.232997 -25.438869)
"Jan 31, 2022",BR,Piraquara,PR-415 Rod. João Leopoldo Jacomel,WEATHERHAZARD,,Point(-49.140137 -25.445319)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.342293 -25.499649)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,,Point(-49.314693 -25.536343)
"Jan 31, 2022",BR,Curitiba,Av. Sen. Salgado Filho,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.248582 -25.459272)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.260617 -25.561859)
"Jan 31, 2022",BR,Curitiba,Av. Santa Bernadethe,JAM,,Point(-49.285332 -25.478154)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_HEAVY_TRAFFIC,Point(-49.220341 -25.409428)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.220488 -25.409747)
"Jan 31, 2022",BR,Curitiba,R. Francisco Raitani,ACCIDENT,ACCIDENT_MAJOR,Point(-49.294241 -25.504593)
"Jan 31, 2022",BR,Curitiba,R. Arnaldo Francisco Scremin,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.211498 -25.387276)
"Jan 31, 2022",BR,Curitiba,R. Cristiano Strobel,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.253309 -25.509946)
"Jan 31, 2022",BR,Curitiba,R. Bom Jesus,JAM,JAM_MODERATE_TRAFFIC,Point(-49.254398 -25.411514)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.328104 -25.52795)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.28216 -25.504216)
"Jan 31, 2022",BR,Curitiba,R. Itatiaia,JAM,JAM_HEAVY_TRAFFIC,Point(-49.310808 -25.478151)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_MODERATE_TRAFFIC,Point(-49.253115 -25.467119)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.300251 -25.532937)
"Jan 31, 2022",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.346726 -25.485301)
"Jan 31, 2022",BR,Curitiba,R. Eduardo Carlos Pereira,JAM,JAM_HEAVY_TRAFFIC,Point(-49.291432 -25.483168)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.344965 -25.490317)
"Jan 31, 2022",BR,Curitiba,R. Izaac Ferreira da Cruz,JAM,JAM_HEAVY_TRAFFIC,Point(-49.269466 -25.535055)
"Jan 31, 2022",BR,Curitiba,BR-116 Contorno Leste,JAM,JAM_MODERATE_TRAFFIC,Point(-49.242628 -25.566072)
"Jan 31, 2022",BR,Curitiba,R. Isaac Guelmann,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.295687 -25.480543)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.360144 -25.39489)
"Jan 31, 2022",BR,Curitiba,R. Dr. Júlio Cesar Ribeiro de Souza,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.246509 -25.479228)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,ACCIDENT,ACCIDENT_MAJOR,Point(-49.327989 -25.528075)
"Jan 31, 2022",BR,Curitiba,R. Francisco Alves Guimarães,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.252214 -25.433686)
"Jan 31, 2022",BR,Curitiba,R. Gen. Potiguara,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.314316 -25.491602)
"Jan 31, 2022",BR,Curitiba,R. Martim Afonso,JAM,JAM_MODERATE_TRAFFIC,Point(-49.285455 -25.428673)
"Jan 31, 2022",BR,Curitiba,null,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.304224 -25.543792)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_MODERATE_TRAFFIC,Point(-49.317501 -25.534176)
"Jan 31, 2022",BR,Curitiba,R. João Gbur,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.235751 -25.386815)
"Jan 31, 2022",BR,Curitiba,PR-418 Contorno Norte,JAM,JAM_HEAVY_TRAFFIC,Point(-49.363968 -25.406808)
"Jan 31, 2022",BR,Curitiba,BR-277 Rod. do Café Gov. Ney Braga,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Point(-49.210767 -25.472045)
"Jan 31, 2022",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.214803 -25.384894)
"Jan 31, 2022",BR,null,PR-418 Contorno Norte,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.302778 -25.353459)
"Jan 31, 2022",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.264689 -25.43514)
"Jan 31, 2022",BR,Piraquara,PR-506 Rod. Pref. Antonio Alceu Zielonka,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Point(-49.055088 -25.416018)
"Jan 31, 2022",BR,Curitiba,R. Amintas de Barros,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.264744 -25.427526)
"Jan 31, 2022",BR,Curitiba,BR-376 Contorno Sul,JAM,JAM_HEAVY_TRAFFIC,Point(-49.347885 -25.484064)
"Jan 31, 2022",BR,Curitiba,R. José de Alencar,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Point(-49.254056 -25.430378)
"Jan 31, 2022",BR,Curitiba,Av. Linha Verde,JAM,JAM_STAND_STILL_TRAFFIC,Point(-49.299278 -25.530285)
